uid,id,type,codeCPV,acheteur_id,acheteur_nom,titulaire_id,titulaire_nom,montant,dateNotification,procedure,dureeMois,offresRecues,acheteur_departement_code,titulaire_departement_code,acheteur_region_code,titulaire_region_code
217703305000112023-ST-06-03,2023-ST-06-03,Travaux,45212300,21770330500011,COMMUNE NANTEUIL LES MEAUX (MAIRIE),31646417100024,LE BATIMENT ASSOCIE,147435.05,2024-10-17,Procédure adaptée,14.0,1,77,51,11.0,44.0
21950424800010202424017001,202424017001,Travaux,45214200,21950424800010,COMMUNE DE MONTIGNY LES CORMEILLES (MAIRIE),32633316800051,SGD GALLO,127855.96,2024-10-17,Procédure adaptée,10.0,2,95,93,11.0,11.0
219505633000122024DSTP0413,2024DSTP0413,Travaux,45212300,21950563300012,COMMUNE DE SAINT LEU LA FORET (MAIRIE),91232298900019,SCENOTECHNIQUE,456750.85,2024-10-17,Procédure adaptée,18.0,3,95,93,11.0,11.0
219505633000122024DSTP0414,2024DSTP0414,Travaux,45212300,21950563300012,COMMUNE DE SAINT LEU LA FORET (MAIRIE),49004309800055,AUVISYS,225767.5,2024-10-17,Appel d'offres ouvert,18.0,5,95,14,11.0,28.0
219505633000122024DSTP047,2024DSTP047,Travaux,45212300,21950563300012,COMMUNE DE SAINT LEU LA FORET (MAIRIE),50923382100032,LSP (LES STAFFEURS PARISIENS),182912.29,2024-10-17,Appel d'offres ouvert,18.0,6,95,95,11.0,11.0
220100010000102023082GMP3,2023082GMP3,Travaux,45215200,22010001000010,DEPARTEMENT DE L AIN,48134698900025,APEX CHARPENTE,102192.5,2024-10-17,Procédure adaptée,13.0,3,01,01,84.0,84.0
2253000110001520240097,20240097,Travaux,45212221,22530001100015,DEPARTEMENT DE LA MAYENNE,55615017500017,PIGEON TP LOIRE ANJOU,428779.82,2024-10-17,Appel d'offres ouvert,6.0,3,53,53,52.0,52.0
226500015000122022220113,2022220113,Travaux,45212350,22650001500012,DEPARTEMENT DES HAUTES PYRENEES,47811269100025,SOCIETE GERSOISE DE RESTAURATION DU PATRIMOINE,160352.86,2024-10-17,Procédure adaptée,20.0,2,65,32,76.0,76.0
226500015000122022220114,2022220114,Travaux,45212350,22650001500012,DEPARTEMENT DES HAUTES PYRENEES,38897866000024,RBMH,637665.31,2024-10-17,Procédure adaptée,20.0,3,65,46,76.0,76.0
226500015000122022220130,2022220130,Travaux,45210000,22650001500012,DEPARTEMENT DES HAUTES PYRENEES,42133717100035,MENUISIERS AGENCEURS DE BIGORRE,1209705.22,2024-10-17,Appel d'offres ouvert,24.0,2,65,65,76.0,76.0
227605409000192022012811,2022012811,Travaux,45214000,22760540900019,DEPARTEMENT DE LA SEINE MARITIME,31266860100239,KAEFER,60881.56,2024-10-17,Procédure adaptée,11.0,1,76,76,28.0,28.0
2476007290007020242024-05L01,20242024-05L01,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,50417775900025,LHOTELLIER BATIMENT,794890.0,2024-10-17,Appel d'offres ouvert,20.0,7,76,76,28.0,28.0
2476007290007020242024-05L03,20242024-05L03,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,80801532500018,BOMATEC,871234.46,2024-10-17,Appel d'offres ouvert,20.0,4,76,76,28.0,28.0
2476007290007020242024-05L05,20242024-05L05,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,79924968500030,BCR (BIENFAIT COUVERTURE ROUEN),396780.0,2024-10-17,Appel d'offres ouvert,20.0,9,76,76,28.0,28.0
2476007290007020242024-05L06,20242024-05L06,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,80801532500018,BOMATEC,154818.09,2024-10-17,Appel d'offres ouvert,20.0,5,76,76,28.0,28.0
2476007290007020242024-05L07,20242024-05L07,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,75014030300017,ALUBAT NORMANDIE,426409.36,2024-10-17,Appel d'offres ouvert,20.0,5,76,76,28.0,28.0
2476007290007020242024-05L08,20242024-05L08,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,84436013100024,SOCIETE NOUVELLE BURAY ET FILS,92880.0,2024-10-17,Appel d'offres ouvert,20.0,7,76,76,28.0,28.0
2476007290007020242024-05L09,20242024-05L09,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,32516726000026,CLOISONS ISOLATIONS PLAFONDS,513330.45,2024-10-17,Appel d'offres ouvert,20.0,4,76,60,28.0,32.0
2476007290007020242024-05L10,20242024-05L10,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,62555012400014,SOC COOP LA FRATERNELLE,268893.45,2024-10-17,Appel d'offres ouvert,20.0,1,76,14,28.0,28.0
2476007290007020242024-05L11,20242024-05L11,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,89535325800018,COSTIL CDM (COSTIL AGENCEMENT),230251.71,2024-10-17,Appel d'offres ouvert,20.0,3,76,27,28.0,28.0
2476007290007020242024-05L12,20242024-05L12,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,38051470300053,ARCHETYPE,145436.05,2024-10-17,Appel d'offres ouvert,20.0,1,76,76,28.0,28.0
2476007290007020242024-05L12,20242024-05L12,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,33058132300061,BC INTERIEUR,145436.05,2024-10-17,Appel d'offres ouvert,20.0,1,76,77,28.0,11.0
2476007290007020242024-05L13,20242024-05L13,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,50040225000020,QUALICHAPE,109212.24,2024-10-17,Appel d'offres ouvert,20.0,4,76,14,28.0,28.0
2476007290007020242024-05L14,20242024-05L14,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,31252199000050,GAMM,116276.91,2024-10-17,Appel d'offres ouvert,20.0,6,76,76,28.0,28.0
2476007290007020242024-05L17,20242024-05L17,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,38981890700476,BRUNET (BRUNET LACHERAY),586995.57,2024-10-17,Appel d'offres ouvert,20.0,8,76,76,28.0,28.0
2476007290007020242024-05L18,20242024-05L18,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,58275018800044,CEGELEC SDEM,347688.0,2024-10-17,Appel d'offres ouvert,20.0,7,76,76,28.0,28.0
2476007290007020242024-05L19,20242024-05L19,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,34905451000053,EUROVIA HAUTE NORMANDIE,484678.69,2024-10-17,Appel d'offres ouvert,20.0,3,76,76,28.0,28.0
2476007290007020242024-05L20,20242024-05L20,Travaux,45211350,24760072900070,COMMUNAUTE DE COMMUNES FALAISES DU TALOU,92175764700026,TERIDEAL NORMANDIE,192286.75,2024-10-17,Appel d'offres ouvert,20.0,5,76,76,28.0,28.0
25330347300057202409-03,202409-03,Travaux,45214200,25330347300057,SYNDICAT DEPARTEMENTAL ENERGIES ET ENVIRONNEMENT DE LA GIRONDE,30689637400320,ETANDEX,119762.0,2024-10-17,Appel d'offres ouvert,2.0,1,33,91,75.0,11.0
25330347300057202409-04,202409-04,Travaux,45214200,25330347300057,SYNDICAT DEPARTEMENTAL ENERGIES ET ENVIRONNEMENT DE LA GIRONDE,30689637400320,ETANDEX,150960.0,2024-10-17,Appel d'offres ouvert,1.0,1,33,91,75.0,11.0
28340049700022202323M039,202323M039,Travaux,45216000,28340049700022,SCE DEPARTEMENTAL INCENDIE ET SECOURS,31960715600068,LE MARCORY,379000.0,2024-10-17,Procédure adaptée,14.0,5,34,34,76.0,76.0
2873120030001820242415M012,20242415M012,Travaux,45210000,28731200300018,SCE DEPARTEMENTAL INCENDIE ET SECOURS,40989912700198,INEO RHONE ALPES AUVERGNE,111529.78,2024-10-17,Procédure adaptée,16.0,6,73,73,84.0,84.0
349185611000102023ZACETO,2023ZACETO,Travaux,45211000,34918561100010,OFFICE PUBLIC DE L'HABITAT DE LA HAUTE SAVOIE,78947818700014,CERAMICSOL,178551.32,2024-10-17,Procédure adaptée,24.0,1,74,38,84.0,84.0
440909562000332024T11349,2024T11349,Travaux,45210000,44090956200033,ATEXO,1,nan,20000000.0,2024-10-17,Appel d'offres ouvert,3.0,2,75,,11.0,
440909562000332024T11358,2024T11358,Travaux,45210000,44090956200033,ATEXO,1,nan,100000.0,2024-10-17,Appel d'offres ouvert,3.0,2,75,,11.0,
440909562000332024T11360,2024T11360,Travaux,45210000,44090956200033,ATEXO,1,nan,100000.0,2024-10-17,Appel d'offres ouvert,2.0,2,75,,11.0,
61050082900011MA202,MA202,Travaux,45210000,61050082900011,SOC CONST EXPLO MARCH INTER NATIO ROUEN (M.I.N. DE ROUEN),89027710600013,BEVELEC,25559.79,2024-10-17,Procédure adaptée,8.0,2,76,76,28.0,28.0
61050082900011MA20253,MA20253,Travaux,45210000,61050082900011,SOC CONST EXPLO MARCH INTER NATIO ROUEN (M.I.N. DE ROUEN),89027710600013,BEVELEC,25559.79,2024-10-17,Procédure adaptée,8.0,2,76,76,28.0,28.0
6802013650002920235612302,20235612302,Travaux,45211100,68020136500029,SOC H L M UN TOIT POUR TOUS,32757979300016,GHEZZI MENUISERIE SAS,112451.92,2024-10-17,Procédure adaptée,14.0,3,30,30,76.0,76.0
759200751001302024REHA00420,2024REHA00420,Travaux,45210000,75920075100130,SEM DE CONSTRUCTION DU DPT DE L AIN (SOCIETE D'ECONOMIE MIXTE DU DEPARTEMENT DE L'AIN),95000994400014,ENTREPRISE ALAIN LE NY ,189339.3,2024-10-17,Procédure adaptée,12.0,3,01,69,84.0,84.0
781598248000322404M5,2404M5,Travaux,45211000,78159824800032,VAL TOURAINE HABITAT,41992865000029,BATIVALOIRE,152700.0,2024-10-17,Procédure adaptée,14.0,5,37,37,24.0,24.0
212401509000142024202401,2024202401,Travaux,45210000,21240150900014,COMMUNE DE DAGLAN (MAIRIE),41453714200054,EUROVIA AQUITAINE,43605.56,2024-10-16,Procédure adaptée,15.0,1,24,24,75.0,75.0
212603245000112024012,2024012,Travaux,45210000,21260324500011,COMMUNE DE SAINT PAUL TROIS CHATEAUX (MAIRIE),41292808700029,DEGIRMENCI,248765.0,2024-10-16,Procédure adaptée,14.0,2,26,84,84.0,93.0
213301195000112021T00054,2021T00054,Travaux,45212212,21330119500011,COMMUNE DE CENON (MAIRIE),44342496500038,VERDI BATIMENT SUD OUEST (GROUPE INGENIERIE - VERDI - C3R-AIE THERMIQUE - A),188982.41,2024-10-16,Procédure avec négociation,138.0,3,33,33,75.0,75.0
213301195000112021T00054,2021T00054,Travaux,45212212,21330119500011,COMMUNE DE CENON (MAIRIE),08578053400013,BAUDIN CHATEAUNEUF,188982.41,2024-10-16,Procédure avec négociation,138.0,3,33,45,75.0,24.0
214401325000112024TVX1401,2024TVX1401,Travaux,45210000,21440132500011,COMMUNE DE PORNICHET (MAIRIE),32113869500028,ENTREPRISE DE MACONNERIE PICAUD (PRESQU'ILE PREFA),87500.0,2024-10-16,Procédure adaptée,36.0,6,44,44,52.0,52.0
2144013250001124-1051170-1,24-1051170-1,Travaux,45210000,21440132500011,COMMUNE DE PORNICHET (MAIRIE),32113869500028,ENTREPRISE DE MACONNERIE PICAUD (PRESQU'ILE PREFA),87500.0,2024-10-16,Procédure adaptée,36.0,6,44,44,52.0,52.0
21480034400043202420702,202420702,Travaux,45211360,21480034400043,COMMUNE DE LA CANOURGUE (SERVICE DES EAUX DE LA CANOURGUE),32939379700793,IPF 69 (CENTRE TRAVAUX STPL),513838.3,2024-10-16,Appel d'offres ouvert,8.0,4,48,48,76.0,76.0
21480034400043202420702,202420702,Travaux,45211360,21480034400043,COMMUNE DE LA CANOURGUE (SERVICE DES EAUX DE LA CANOURGUE),39991503200011,SARL LADET TRAVAUX PUBLICS,513838.3,2024-10-16,Appel d'offres ouvert,8.0,4,48,12,76.0,76.0
215402637000152022-04,2022-04,Travaux,45212221,21540263700015,COMMUNE D HOMECOURT (MAIRIE),32585735700173,EUROVIA ALSACE LORRAINE,132925.13,2024-10-16,Procédure adaptée,2.0,2,54,54,44.0,44.0
215801945000192024T00043,2024T00043,Travaux,45212200,21580194500019,COMMUNE DE NEVERS (MAIRIE),33355620700038,SERVICES ASSISTANCES ET TRAVAUX DIVERS,32920.0,2024-10-16,Procédure adaptée,3.0,3,58,67,27.0,44.0
215801945000192024T00044,2024T00044,Travaux,45212200,21580194500019,COMMUNE DE NEVERS (MAIRIE),33355620700038,SERVICES ASSISTANCES ET TRAVAUX DIVERS,13500.0,2024-10-16,Procédure adaptée,3.0,1,58,67,27.0,44.0
21580194500019Q3M2024T0004307,Q3M2024T0004307,Travaux,45212200,21580194500019,COMMUNE DE NEVERS (MAIRIE),33355620700038,SERVICES ASSISTANCES ET TRAVAUX DIVERS,32920.0,2024-10-16,Procédure adaptée,3.0,3,58,67,27.0,44.0
21580194500019Q3M2024T0004407,Q3M2024T0004407,Travaux,45212200,21580194500019,COMMUNE DE NEVERS (MAIRIE),33355620700038,SERVICES ASSISTANCES ET TRAVAUX DIVERS,13500.0,2024-10-16,Procédure adaptée,3.0,1,58,67,27.0,44.0
21600175000019202323T01011,202323T01011,Travaux,45210000,21600175000019,COMMUNE DE CREPY EN VALOIS (MAIRIE),31766148600025,ENTREPRISE DEGAUCHY DIDIER,154059.4,2024-10-16,Procédure adaptée,14.0,4,60,60,32.0,32.0
21660172400018202405,202405,Travaux,45215100,21660172400018,COMMUNE DE SAINT-ESTEVE (MAIRIE),77619094400061,UNAPEI 66 (ESAT L ENVOL),11767.0,2024-10-16,Procédure adaptée,8.0,1,66,66,76.0,76.0
21720320700014202303,202303,Travaux,45212221,21720320700014,COMMUNE DE SAINT SATURNIN (MAIRIE),55615017500017,PIGEON TP LOIRE ANJOU,293041.67,2024-10-16,Procédure adaptée,4.0,4,72,53,52.0,52.0
2174017360001220220,20220,Travaux,45212225,21740173600012,COMMUNE DE MEGEVE (MAIRIE),60682037100023,ENTREPRISE ANDRE ROUX,331070.54,2024-10-16,Appel d'offres ouvert,21.0,3,74,74,84.0,84.0
21830129900010202323048,202323048,Travaux,45214200,21830129900010,COMMUNE DE SIX FOURS LES PLAGES (MAIRIE),35277158800022,ALQUIER,543840.0,2024-10-16,Appel d'offres ouvert,20.0,3,83,83,93.0,93.0
219505633000122024DSTP041,2024DSTP041,Travaux,45212300,21950563300012,COMMUNE DE SAINT LEU LA FORET (MAIRIE),37988219400028,SOC NOUVELLE REGIONALE DU BATIMENT,2850000.0,2024-10-16,Appel d'offres ouvert,18.0,5,95,95,11.0,11.0
219740032000122024E2-0009-01,2024E2-0009-01,Travaux,45214200,21974003200012,COMMUNE DE L'ENTRE DEUX (MAIRIE),79289914800011,SPP,245449.75,2024-10-16,Procédure adaptée,36.0,4,974,974,4.0,4.0
226400018008762024T00076,2024T00076,Travaux,45210000,22640001800876,DEPARTEMENT DES PYRENEES ATLANTIQUES,49409485700054,AGENCE BEARNAISE D ELECTRICITE (ABE),90000.0,2024-10-16,Procédure adaptée,12.0,1,64,64,75.0,75.0
243000296000672022TX0814,2022TX0814,Travaux,45211350,24300029600067,COMMUNAUTE DE COMMUNES DU PAYS DE SOMMIERES,30722012900026,LAUPIE,91484.02,2024-10-16,Procédure adaptée,17.0,7,30,30,76.0,76.0
2483005430021725-1078753-3,25-1078753-3,Travaux,45212314,24830054300217,METROPOLE TOULON-PROVENCE-MEDITERRANEE,32344748200072,SELE,896829.0,2024-10-16,Appel d'offres ouvert,32.0,2,83,13,93.0,93.0
2483005430021725-1078754-4,25-1078754-4,Travaux,45212314,24830054300217,METROPOLE TOULON-PROVENCE-MEDITERRANEE,33298785800088,BOURGEOIS,526288.0,2024-10-16,Appel d'offres ouvert,32.0,2,83,30,93.0,76.0
2483005430021725-1078757-7,25-1078757-7,Travaux,45212314,24830054300217,METROPOLE TOULON-PROVENCE-MEDITERRANEE,33237770400082,LES METIERS DU BOIS,591534.0,2024-10-16,Appel d'offres ouvert,32.0,1,83,84,93.0,93.0
2483005430021725-1078777-26,25-1078777-26,Travaux,45212314,24830054300217,METROPOLE TOULON-PROVENCE-MEDITERRANEE,51813772400093,EIFFAGE ENERGIE SYSTEMES - CLEVIA MEDITERRANEE,2749584.0,2024-10-16,Appel d'offres ouvert,32.0,3,83,13,93.0,93.0
25330347300057202409-08,202409-08,Travaux,45214200,25330347300057,SYNDICAT DEPARTEMENTAL ENERGIES ET ENVIRONNEMENT DE LA GIRONDE,30825057000584,ELECTRICITE INDUSTRIELLE J. P. FAUCHE,110308.77,2024-10-16,Appel d'offres ouvert,5.0,2,33,33,75.0,75.0
266600436000232024TR04401,2024TR04401,Travaux,45210000,26660043600023,CENTRE COMMUNAL D'ACTION SOCIALE (RESIDENCE PERS AGEES DESNOYER),82236742100028,TOULOUGES CONSTRUCTIONS,437000.0,2024-10-16,Procédure adaptée,18.0,4,66,66,76.0,76.0
274700020000282024T00022,2024T00022,Travaux,45211100,27470002000028,AGEN HABITAT OFFICE PUBLIC DE L'HABITAT DE L'AGGLOMERATION D'AGEN,39876221100520,EIFFAGE ROUTE GRAND SUD (MIDI PYRENEES),62299.67,2024-10-16,Procédure adaptée,39.0,2,47,82,75.0,76.0
286200019000452024AO24014001,2024AO24014001,Travaux,45216120,28620001900045,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SERVICE DEPARTEMENTAL D INCENDIE ET DE SECOURS),38961238300023,RABOT DUTILLEUL CONSTRUCTION,1200000.0,2024-10-16,Appel d'offres ouvert,48.0,3,62,59,32.0,32.0
6802013650002920235112302,20235112302,Travaux,45211100,68020136500029,SOC H L M UN TOIT POUR TOUS,81240020800029,JECO CONSTRUCTION,824463.89,2024-10-16,Procédure adaptée,14.0,3,30,30,76.0,76.0
684801293000292024CHAMPIGNYS,2024CHAMPIGNYS,Travaux,45213150,68480129300029,TOURAINE LOGEMENT E.S.H.,52427839700061,CHAMPIGNY SEGELLES,9242.0,2024-10-16,Procédure adaptée,7.0,4,37,37,24.0,24.0
684801293000292024DUB,2024DUB,Travaux,45213150,68480129300029,TOURAINE LOGEMENT E.S.H.,34086690400014,SA MENUISERIE G. DUBOIS (DUBOIS MENUISERIE),72794.21,2024-10-16,Procédure adaptée,7.0,2,37,37,24.0,24.0
7791863940002820242,20242,Travaux,45210000,77918639400028,OFFICE PUBLIC DE L'HABITAT ET DE L'IMMOBILIER SOCIAL,94949657400011,AMON,127888.38,2024-10-16,Procédure adaptée,3.0,4,63,63,84.0,84.0
180092082000232575963,2575963,Travaux,45213150,18009208200023,OPERATEUR DU PATRIMOINE ET DES PROJETS IMMOBILIERS DE LA CULTURE,32088927200037,CHAMPAGNE CONSTRUCTION RENOVATION,18564.0,2024-10-15,Procédure adaptée,5.0,3,75,95,11.0,11.0
20002973400015202403,202403,Travaux,45210000,20002973400015,CC DES 4B SUD CHARENTE,47898141800013,DAVIAS ELECTRICITE,14570.0,2024-10-15,Procédure adaptée,7.0,5,16,16,75.0,75.0
200043602000162024TTAESC,2024TTAESC,Travaux,45212000,20004360200016,"CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS",42336296100017,FARINES TP,489700.0,2024-10-15,Procédure adaptée,5.0,2,66,66,76.0,76.0
200043602000162024TTAESCAB,2024TTAESCAB,Travaux,45212000,20004360200016,"CC DES ALBERES, DE LA COTE VERMEILLE ET DE L'ILLIBERIS",42336296100017,FARINES TP,436200.0,2024-10-15,Procédure adaptée,5.0,4,66,66,76.0,76.0
20006258600157202413LOT8,202413LOT8,Travaux,45214200,20006258600157,COMMUNE DE FILLIERE (MAIRIE),83380264800026,ELEC ET COMPAGNIE (DURET SERVICES),66242.0,2024-10-15,Appel d'offres ouvert,12.0,1,74,74,84.0,84.0
2000701830001320240402,20240402,Travaux,45214210,20007018300013,CC DES TERRES DU VAL DE LOIRE,49278044000011,LA DUNOISE BTP,380341.0,2024-10-15,Procédure adaptée,15.0,11,45,28,24.0,24.0
2000701830001320240402MP,20240402MP,Travaux,45214210,20007018300013,CC DES TERRES DU VAL DE LOIRE,49278044000011,LA DUNOISE BTP,380341.0,2024-10-15,Procédure adaptée,15.0,11,45,28,24.0,24.0
2000701830001320240404,20240404,Travaux,45214210,20007018300013,CC DES TERRES DU VAL DE LOIRE,38221607500012,ARTISANALE PAUL BOUSSICAULT SARL,184570.0,2024-10-15,Procédure adaptée,15.0,2,45,45,24.0,24.0
2000701830001320240404MP,20240404MP,Travaux,45214210,20007018300013,CC DES TERRES DU VAL DE LOIRE,38221607500012,ARTISANALE PAUL BOUSSICAULT SARL,184570.0,2024-10-15,Procédure adaptée,15.0,2,45,45,24.0,24.0
200070514000192023CA22140,2023CA22140,Travaux,45210000,20007051400019,CA DU GRAND COGNAC,89805584300012,LAPEYRONNIE BATIMENT,554754.35,2024-10-15,Appel d'offres ouvert,18.0,3,16,16,75.0,75.0
2000731460001720242023-04-L4,20242023-04-L4,Travaux,45212222,20007314600017,COMMUNAUTE DE COMMUNES CAGIRE GARONNE SALAT,80978867200016,ETANCHEITE GARONNAISE,77095.23,2024-10-15,Procédure adaptée,13.0,3,31,31,76.0,76.0
20008465500014202424_031V,202424_031V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),82837712700026,L'EMPREINTE AETP,154001.85,2024-10-15,Procédure adaptée,13.0,5,53,53,52.0,52.0
20008465500014202424_032V,202424_032V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),49513179900019,JOUSSELIN CONSTRUCTION,457000.0,2024-10-15,Procédure adaptée,13.0,5,53,49,52.0,52.0
20008465500014202424_033V,202424_033V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),34866676900016,REBOURS PERE EN FILS,800000.0,2024-10-15,Procédure adaptée,13.0,5,53,53,52.0,52.0
20008465500014202424_034V,202424_034V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),43497298000032,DUVAL ETANCHEITE (DUVAL-ETANCHEITE),293500.0,2024-10-15,Procédure adaptée,13.0,6,53,35,52.0,53.0
20008465500014202424_035V,202424_035V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),50822413600020,EURL JOEL LOURDAIS,171921.0,2024-10-15,Procédure adaptée,13.0,5,53,53,52.0,52.0
20008465500014202424_036V,202424_036V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),34235978300020,ETABLISSEMENTS JEAN VEILLE,62000.0,2024-10-15,Procédure adaptée,13.0,2,53,53,52.0,52.0
20008465500014202424_038V,202424_038V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),52977858100015,DELEPINE BRUNO,56330.07,2024-10-15,Procédure adaptée,13.0,3,53,53,52.0,52.0
20008465500014202424_039V,202424_039V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),41869810600048,ETS AUBERT,224500.0,2024-10-15,Procédure adaptée,13.0,4,53,53,52.0,52.0
20008465500014202424_040V,202424_040V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),79173945100023,SOCIETE NOUVELLE DORMET SND,395065.02,2024-10-15,Procédure adaptée,13.0,1,53,53,52.0,52.0
20008465500014202424_042V,202424_042V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),33470878100029,SPORTINGSOLS,64546.4,2024-10-15,Procédure adaptée,13.0,4,53,85,52.0,52.0
20008465500014202424_043V,202424_043V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),31712174700024,MARTY SPORTS,78334.33,2024-10-15,Procédure adaptée,13.0,2,53,49,52.0,52.0
20008465500014202424_044V,202424_044V,Travaux,45212220,20008465500014,COMMUNE DE CHATEAU-GONTIER-SUR-MAYENNE (MAIRIE),53791623100070,CEGELEC PORTES DE BRETAGNE,126700.0,2024-10-15,Procédure adaptée,13.0,5,53,53,52.0,52.0
210901815000142024006,2024006,Travaux,45210000,21090181500014,COMMUNE LE MAS D AZIL (MAIRIE),31099901600028,SUD OUEST HABITAT,186272.62,2024-10-15,Procédure adaptée,11.0,3,09,32,76.0,76.0
211802798000102024wtBfZfaX5-00,2024wtBfZfaX5-00,Travaux,45210000,21180279800010,COMMUNE DE VIERZON (MAIRIE),44152285100027,LEGER PERE ET FILS,27958.0,2024-10-15,Procédure adaptée,12.0,3,18,18,24.0,24.0
2129003930001920242023-32,20242023-32,Travaux,45212221,21290039300019,COMMUNE DE CONCARNEAU (MAIRIE),38910756600066,TERIDEAL SPARFEL BRETAGNE,10379874.65,2024-10-15,Procédure adaptée,22.0,3,29,29,53.0,53.0
2129003930001920242023-32,20242023-32,Travaux,45212221,21290039300019,COMMUNE DE CONCARNEAU (MAIRIE),53401117600037,SOFT,10379874.65,2024-10-15,Procédure adaptée,22.0,3,29,29,53.0,53.0
2129003930001920242023-32,20242023-32,Travaux,45212221,21290039300019,COMMUNE DE CONCARNEAU (MAIRIE),43238817100014,QUATRO ARCHITECTURE,10379874.65,2024-10-15,Procédure adaptée,22.0,3,29,18,53.0,24.0
212902936000132024051,2024051,Travaux,45212350,21290293600013,COMMUNE DE TREGUNC (MAIRIE),53188087000013,QUELIN NORD OUEST,537065.67,2024-10-15,Procédure adaptée,27.0,2,29,35,53.0,53.0
212902936000132024052,2024052,Travaux,45212350,21290293600013,COMMUNE DE TREGUNC (MAIRIE),38824589600021,CRUARD CHARPENTE ET CONSTRUCTION BOIS,349369.79,2024-10-15,Procédure adaptée,27.0,4,29,53,53.0,52.0
212902936000132024053,2024053,Travaux,45212350,21290293600013,COMMUNE DE TREGUNC (MAIRIE),89435045300029,MATTOENN,245944.04,2024-10-15,Procédure adaptée,27.0,3,29,22,53.0,53.0
212902936000132024054,2024054,Travaux,45212350,21290293600013,COMMUNE DE TREGUNC (MAIRIE),44178672000074,ARTHEMA,97510.98,2024-10-15,Procédure adaptée,27.0,4,29,44,53.0,52.0
212902936000132024057,2024057,Travaux,45212350,21290293600013,COMMUNE DE TREGUNC (MAIRIE),43294812300059,ATELIER GIORDANI,107246.0,2024-10-15,Procédure adaptée,27.0,3,29,76,53.0,28.0
213101504000162023-12-05,2023-12-05,Travaux,45210000,21310150400016,COMMUNE DE CORNEBARRIEU (MAIRIE),30689637400320,ETANDEX,150995.72,2024-10-15,Appel d'offres ouvert,31.0,1,31,91,76.0,11.0
213101504000162023-13-12,2023-13-12,Travaux,45210000,21310150400016,COMMUNE DE CORNEBARRIEU (MAIRIE),34808153000019,ALIBERT ET FILS,459221.3,2024-10-15,Appel d'offres ouvert,31.0,1,31,31,76.0,76.0
213102023000162024202415,2024202415,Travaux,45212221,21310202300016,COMMUNE DE FRONTON (MAIRIE),39989083900026,ARNAUD SPORTS,544692.0,2024-10-15,Procédure adaptée,4.0,3,31,31,76.0,76.0
213102023000162024202415,2024202415,Travaux,45212221,21310202300016,COMMUNE DE FRONTON (MAIRIE),45283524200077,FIELDTURF TARKETT,544692.0,2024-10-15,Procédure adaptée,4.0,3,31,92,76.0,11.0
